UID,Name,Age,Position(s),Foot,Height (CM),Weight (KG),International Caps,International Goals,Club,Sell value (€),Wages (€),Contract expiration (year),Aerial Reach,Command of Area,Communication,Eccentricity,First Touch,Handling,Kicking,One on Ones,Passing,Punching (Tendency),Reflexes,Rushing Out (Tendency),Throwing,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Free Kick Taking,Penalty Taking,Technique,Rel. clause (€),CA,PA
95036585,Tom Palmer,24,GK,Right,188.0,,,,Kidderminster,420.0,550.0,1.0,12.0,14.0,14.0,3.0,11,13.0,15.0,8.0,12,9.0,11.0,12.0,11.0,2,8,6,8,8,8,2,2,8,2,5,9,5,10,4,5,6,11,9,3,8,9,1,3,10,,32.0,38.0
2000047992,Simone Formosa,18,GK,Right,195.0,,,,Pro Sesto,53020.0,150.0,1.0,10.0,11.0,6.0,5.0,3,14.0,7.0,5.0,4,9.0,11.0,10.0,7.0,5,7,9,6,8,13,15,2,5,3,10,7,3,6,8,9,7,16,12,5,6,7,1,2,1,,33.0,44.0
2000099003,Matteo Andreoli,17,GK,Right,184.0,,,,Gubbio,15310.0,150.0,2.0,6.0,6.0,5.0,7.0,1,12.0,10.0,2.0,5,10.0,12.0,5.0,5.0,12,6,7,3,8,12,5,3,4,2,5,4,3,3,12,6,4,7,15,12,1,2,5,1,3,,20.0,45.0
2000101879,Gianluca Lagnena,17,GK,Right,196.0,,,,Turris,8290.0,150.0,1.0,9.0,7.0,5.0,5.0,1,12.0,10.0,9.0,4,10.0,12.0,12.0,9.0,14,3,12,3,10,11,9,1,3,1,9,4,3,3,7,10,1,15,12,5,1,6,4,3,1,,20.0,47.0
2000103310,Tom Gahlert,18,GK,Right,190.0,,,,FC Nürnberg,620.0,400.0,1.0,12.0,8.0,8.0,5.0,2,14.0,9.0,10.0,7,6.0,10.0,10.0,8.0,7,8,10,5,10,12,12,3,11,2,7,6,5,5,11,14,3,11,10,10,2,5,6,2,1,,34.0,37.0
2000106122,Rubén Cebollada,20,GK,Right,190.0,,,,Teruel,3310.0,290.0,1.0,9.0,14.0,9.0,5.0,3,12.0,12.0,11.0,7,5.0,11.0,8.0,5.0,8,10,14,7,11,13,5,3,13,3,10,7,6,6,11,11,5,11,7,6,1,4,7,3,2,56960.0,38.0,54.0
2000130411,César Pirot,20,GK,Right,197.0,,,,Tarragona,14600.0,80.0,1.0,10.0,6.0,4.0,7.0,1,7.0,9.0,9.0,10,6.0,12.0,11.0,4.0,13,8,13,6,9,10,18,2,4,3,9,6,5,5,13,9,6,16,5,9,1,7,4,3,1,54340.0,30.0,44.0
2000206482,Pablo Ayuso,18,GK,Right,190.0,,,,Albacete,38350.0,290.0,1.0,11.0,7.0,8.0,5.0,1,13.0,5.0,6.0,6,13.0,13.0,6.0,6.0,7,5,15,6,8,6,9,3,9,1,8,6,5,5,13,10,6,14,15,12,4,5,6,3,5,58780.0,32.0,44.0
29158803,Will Henry,24,GK,Right,183.0,75.0,,,Chippenham,210.0,350.0,1.0,11.0,7.0,8.0,8.0,6,12.0,10.0,11.0,6,8.0,11.0,8.0,12.0,7,7,8,7,9,9,12,3,13,2,10,12,7,10,8,11,8,11,9,8,7,9,3,1,6,,32.0,37.0
43500881,Antonino Viola,18,GK,Right,190.0,,,,Nardò,83310.0,260.0,1.0,13.0,9.0,10.0,5.0,1,12.0,10.0,7.0,5,5.0,13.0,5.0,7.0,12,9,14,5,8,13,13,1,5,2,7,6,5,5,10,10,6,11,13,9,5,4,7,1,4,,37.0,48.0
43617766,Vullnet Tozaj,19,GK,Right,184.0,,,,Trestina,680.0,300.0,1.0,10.0,10.0,8.0,5.0,5,12.0,9.0,10.0,7,11.0,12.0,9.0,9.0,11,10,9,11,12,8,13,6,10,4,11,7,6,11,10,11,11,11,9,9,9,9,7,2,8,,37.0,49.0
43619359,Mattia Piersanti,19,GK,Left,187.0,,,,Barletta,40570.0,510.0,1.0,11.0,5.0,9.0,7.0,1,14.0,9.0,10.0,5,14.0,14.0,11.0,4.0,6,7,10,4,10,13,11,3,3,1,7,6,5,5,10,13,5,13,15,9,2,5,4,1,3,,35.0,35.0
95032190,Max Dearnley,24,GK,Right,196.0,76.0,,,Farsley,160.0,290.0,1.0,14.0,5.0,12.0,5.0,6,9.0,12.0,8.0,5,5.0,9.0,10.0,4.0,6,11,6,9,10,7,10,8,10,9,9,9,9,10,10,11,9,17,10,11,5,6,3,3,4,,28.0,49.0
2000072514,Marten Schulz,18,GK,Right,187.0,,,,Viktoria 1889,5570.0,150.0,1.0,13.0,7.0,7.0,5.0,1,12.0,9.0,9.0,8,8.0,12.0,5.0,5.0,7,3,7,2,11,12,10,1,2,3,7,5,4,3,12,11,1,8,11,12,1,8,5,2,3,,31.0,45.0
2000099264,Marco Cattaneo,17,GK,Right,185.0,,,,Pergolettese,7810.0,150.0,2.0,9.0,7.0,7.0,5.0,1,11.0,5.0,9.0,6,15.0,14.0,6.0,7.0,5,4,6,2,11,9,14,3,11,2,7,3,4,4,6,14,5,7,7,6,1,2,6,3,1,,17.0,36.0
2000110159,Pierre Le Roux,21,GK,Right,183.0,,,,Granville,910.0,220.0,1.0,9.0,9.0,8.0,13.0,1,13.0,11.0,7.0,8,8.0,12.0,9.0,5.0,7,6,11,7,7,13,3,3,1,3,9,7,6,5,11,14,7,6,15,12,1,5,6,2,1,,37.0,40.0
2000137456,Kévin Djocky,17,GK,Left,181.0,,,,Football Club 93 BBG,620.0,140.0,1.0,13.0,9.0,10.0,5.0,1,13.0,11.0,8.0,8,5.0,13.0,13.0,7.0,10,5,14,6,8,12,5,3,1,2,5,6,5,5,10,12,6,10,6,10,4,5,6,1,1,,34.0,46.0
2000212512,Zeus Martín,18,GK,Right,185.0,,,,U. Adarve,35860.0,290.0,1.0,11.0,8.0,8.0,5.0,1,12.0,10.0,6.0,9,15.0,12.0,7.0,7.0,6,5,12,2,11,14,12,1,10,3,13,7,6,6,8,12,6,11,16,7,6,6,7,3,1,31640.0,33.0,36.0
2000222870,Luigi Soldato,17,GK,Right,188.0,,,,Fidelis Andria,11610.0,150.0,2.0,5.0,6.0,7.0,5.0,1,10.0,11.0,6.0,8,5.0,13.0,5.0,6.0,8,7,6,1,7,11,14,3,4,2,4,4,3,3,6,12,4,14,15,9,2,4,4,3,1,,17.0,38.0
222726,Bobby Jones,20,GK,Right,188.0,,,,Stockport,11350.0,520.0,1.0,13.0,7.0,6.0,5.0,1,13.0,10.0,6.0,7,8.0,13.0,8.0,5.0,10,3,9,6,9,13,18,2,13,3,9,6,5,5,6,8,6,9,16,4,1,2,3,2,1,,33.0,36.0
67194960,Jesús Avellaneda,33,GK,Right,187.0,,,,Melilla,80.0,50.0,1.0,12.0,6.0,8.0,6.0,1,12.0,6.0,5.0,4,7.0,11.0,6.0,5.0,11,7,15,5,7,12,13,2,13,1,5,5,4,4,8,7,5,11,10,7,1,3,7,1,1,21090.0,27.0,31.0
2000083788,Giuseppe Cervellera,17,GK,Right,183.0,,,,Sorrento,19360.0,510.0,1.0,7.0,9.0,10.0,5.0,1,14.0,14.0,10.0,8,7.0,14.0,5.0,11.0,5,8,6,4,10,14,9,3,5,1,9,7,6,6,8,13,7,6,14,8,5,3,4,3,6,,33.0,45.0
2000104784,Domenico Moro,17,GK,Right,192.0,,,,Reggiana,19540.0,150.0,2.0,11.0,9.0,7.0,5.0,4,9.0,9.0,8.0,6,13.0,10.0,5.0,3.0,13,8,9,4,9,13,11,3,1,2,3,5,3,4,11,10,5,11,13,10,1,5,3,3,2,,24.0,41.0
2000112064,Massimo Froner,17,GK,Right,189.0,,,,Trento,13610.0,150.0,2.0,9.0,7.0,10.0,5.0,1,13.0,8.0,9.0,5,7.0,6.0,14.0,8.0,12,4,6,2,13,13,10,3,1,3,3,5,4,4,6,11,3,9,12,4,1,5,6,1,1,,22.0,36.0
2000114358,Josselin Capel,20,GK,Left,195.0,75.0,,,Nîmes,23960.0,480.0,1.0,11.0,5.0,11.0,5.0,1,13.0,10.0,5.0,6,13.0,13.0,5.0,7.0,10,6,13,5,7,4,16,3,7,1,7,5,4,4,10,11,5,15,12,10,3,7,5,3,1,,28.0,46.0
2000120962,Álvaro Marín,23,GK,Right,184.0,,,,A. Cirbonero,410.0,90.0,1.0,13.0,10.0,6.0,5.0,3,13.0,10.0,9.0,7,6.0,10.0,15.0,8.0,13,8,7,7,7,12,4,3,11,2,10,4,6,5,11,16,7,6,8,11,3,4,3,2,5,,33.0,43.0
2000125926,Iker Checa,17,GK,Right,183.0,,,,U. Murcia,21860.0,290.0,1.0,12.0,10.0,4.0,5.0,1,12.0,9.0,7.0,10,10.0,12.0,11.0,2.0,6,5,8,3,3,13,10,3,10,3,10,6,6,6,12,15,7,6,9,9,6,6,6,2,1,39620.0,29.0,43.0
2000129486,Gherardo Umari,17,GK,Right,195.0,,,,Triestina,23490.0,150.0,2.0,11.0,9.0,6.0,10.0,1,11.0,9.0,2.0,11,12.0,7.0,9.0,7.0,6,6,14,2,4,11,17,3,9,2,4,2,2,2,8,11,3,10,13,7,1,3,5,1,2,,15.0,55.0
2000136447,Marc Aznar,21,GK,Right,186.0,83.0,,,Murcia,11340.0,290.0,1.0,8.0,8.0,5.0,8.0,1,10.0,10.0,7.0,7,9.0,9.0,9.0,9.0,12,3,15,5,10,13,17,3,8,3,10,6,5,4,11,14,6,7,12,9,1,4,5,3,1,49500.0,31.0,43.0
2000214475,Marc Vila,20,GK,Right,184.0,,,,Terrassa,11830.0,290.0,1.0,10.0,8.0,6.0,5.0,2,12.0,7.0,4.0,5,6.0,12.0,12.0,5.0,6,5,13,6,10,12,6,1,13,2,6,6,3,5,9,12,6,5,12,6,2,4,4,3,2,25310.0,30.0,34.0
2000230522,Victor Delins,22,GK,Right,182.0,,,,Boulogne,7420.0,190.0,1.0,11.0,10.0,6.0,5.0,3,13.0,12.0,8.0,9,5.0,13.0,10.0,7.0,8,9,15,6,7,13,10,2,8,3,10,7,6,5,11,7,5,5,12,10,1,6,6,2,4,,35.0,43.0
28066317,Dale Eve,27,GK,Right,194.0,70.0,28.0,0.0,Hereford,0.0,,,9.0,9.0,9.0,13.0,1,11.0,10.0,12.0,6,11.0,11.0,8.0,10.0,6,11,10,7,8,14,13,2,7,3,8,7,6,6,8,8,9,9,9,9,7,9,5,2,2,,33.0,36.0
28113836,Tom Scott,21,GK,Left,186.0,,,,FC Halifax,1490.0,350.0,1.0,8.0,5.0,12.0,5.0,4,10.0,9.0,10.0,10,12.0,12.0,13.0,9.0,7,7,15,4,9,13,15,2,2,2,4,7,6,6,12,16,7,13,7,10,5,4,6,3,2,,32.0,39.0
29228248,Ted Collins,19,GK,Left,187.0,,,,Potters Bar,40720.0,410.0,1.0,15.0,11.0,8.0,8.0,4,9.0,10.0,9.0,8,11.0,15.0,5.0,10.0,9,6,6,7,9,7,10,1,8,2,11,7,6,6,7,13,7,11,8,8,3,3,5,2,5,,33.0,42.0
43379762,Fallou Dièye,22,GK,Right,193.0,73.0,,,Granville,0.0,30.0,1.0,7.0,9.0,9.0,6.0,1,7.0,9.0,10.0,6,8.0,14.0,8.0,7.0,15,4,7,5,8,8,13,1,5,1,6,5,4,4,6,12,5,14,10,6,4,4,4,2,4,,24.0,33.0
49063282,Maxime Barbare,20,GK,Right,189.0,,,,Gran Tarajal,0.0,,,8.0,10.0,9.0,5.0,3,12.0,8.0,4.0,8,11.0,12.0,9.0,4.0,5,8,14,7,13,9,10,3,12,1,9,7,6,6,9,9,7,13,15,7,3,6,5,2,5,,30.0,40.0
89004366,Luke Purnell,32,GK,Right,177.0,,,,Weston-super-Mare,180.0,170.0,1.0,9.0,9.0,11.0,13.0,1,11.0,9.0,6.0,1,7.0,13.0,10.0,11.0,6,6,12,5,5,4,12,8,7,6,8,5,9,7,5,13,8,12,14,6,5,7,1,1,1,,25.0,36.0
2000047956,Jonas Horsch,23,GK,Right,191.0,,,,FC Oberneuland,940.0,210.0,1.0,13.0,13.0,9.0,5.0,1,13.0,8.0,8.0,8,6.0,13.0,5.0,8.0,14,10,10,6,12,12,4,2,2,2,9,6,5,5,10,14,6,13,15,5,1,3,8,1,4,,35.0,43.0
2000101155,Klei Leba,18,GK,Right,196.0,,,,Luparense,58360.0,150.0,1.0,11.0,10.0,11.0,5.0,1,8.0,8.0,7.0,7,11.0,14.0,6.0,11.0,10,9,11,6,12,9,11,3,9,1,9,6,5,5,10,5,4,16,13,12,2,7,3,3,4,,33.0,40.0
2000101690,Karl Pischon,18,GK,Right,192.0,,,,Energie Cottbus,3180.0,210.0,1.0,10.0,7.0,7.0,5.0,1,14.0,9.0,9.0,7,10.0,14.0,5.0,8.0,7,7,8,7,9,14,9,3,8,1,7,7,2,6,10,8,7,16,12,13,3,6,5,2,4,,34.0,45.0
2000102737,Frederik Said,18,GK,Right,191.0,,,,Alemannia Aachen,1930.0,250.0,1.0,12.0,7.0,4.0,5.0,1,13.0,10.0,8.0,7,5.0,13.0,8.0,3.0,5,5,11,3,10,13,17,1,3,1,6,6,5,5,10,7,6,14,13,9,1,3,7,3,2,,29.0,50.0
2000119267,Marlon Beckinger,24,GK,Right,187.0,,,,Hasborn,0.0,,,10.0,9.0,6.0,5.0,1,9.0,6.0,5.0,10,10.0,13.0,5.0,6.0,7,6,10,6,11,7,16,1,9,1,11,6,4,5,11,15,5,8,11,6,5,5,7,3,1,,32.0,36.0
2000183423,Max Foulkes,16,GK,Right,187.0,,,,Wimbledon,9690.0,10.0,2.0,5.0,12.0,8.0,5.0,1,8.0,4.0,6.0,9,11.0,6.0,9.0,6.0,5,3,12,3,7,12,4,3,10,2,9,3,2,2,9,11,2,8,7,8,2,2,5,2,1,,13.0,44.0
2000186385,Andrea Cucinotta,17,GK,Right,190.0,,,,Pro Vercelli,13930.0,150.0,3.0,6.0,9.0,6.0,5.0,1,8.0,11.0,6.0,10,5.0,13.0,5.0,7.0,11,6,11,5,7,13,2,2,2,2,10,5,4,4,10,10,1,15,14,5,1,7,4,1,2,,22.0,47.0
2000216391,Travis Ziglam,16,GK,Right,193.0,,,,Crewe,76170.0,10.0,2.0,6.0,10.0,6.0,5.0,1,12.0,11.0,6.0,9,6.0,13.0,7.0,4.0,12,6,8,4,11,13,12,3,8,2,7,7,6,6,9,8,2,16,7,11,3,5,5,3,1,,26.0,45.0
2000226797,Josh Bishop,17,GK,Right,188.0,,,,Kidderminster,0.0,,,9.0,9.0,4.0,5.0,1,12.0,10.0,7.0,3,6.0,7.0,5.0,3.0,12,5,10,3,11,11,16,3,8,3,8,1,2,2,8,6,3,13,13,7,1,5,6,3,1,,19.0,40.0
28122332,Daniel Jinadu,20,GK,Right,186.0,69.0,,,Margate,0.0,,0.9,10.0,10.0,10.0,5.0,1,12.0,11.0,6.0,7,6.0,9.0,5.0,8.0,7,7,9,6,8,13,5,1,2,1,8,6,5,5,6,10,6,10,14,6,2,11,6,2,1,,28.0,43.0
29177598,Tiernan Parker,20,GK,Right,196.0,,,,Hitchin,0.0,,,8.0,8.0,5.0,5.0,1,13.0,10.0,8.0,5,8.0,12.0,12.0,7.0,10,8,9,1,7,12,10,2,11,2,7,5,4,4,12,8,5,12,11,10,1,6,5,1,1,,28.0,36.0
29235416,Tom Donaghy,18,GK,Right,182.0,,,,Waterford,59370.0,540.0,2.0,13.0,9.0,7.0,5.0,3,13.0,6.0,5.0,7,9.0,13.0,12.0,4.0,13,7,7,6,7,12,17,1,1,2,9,6,5,5,7,13,6,8,8,7,3,2,2,2,6,,32.0,44.0
43426030,Salvatore Trezza,19,GK,Right,194.0,84.0,,,Cerignola,550.0,510.0,1.0,12.0,8.0,5.0,14.0,12,10.0,7.0,6.0,10,12.0,9.0,6.0,8.0,15,9,5,9,8,12,8,2,11,3,12,9,6,8,9,10,4,18,5,10,8,9,7,1,8,,31.0,39.0
43607160,Andrea Vismara,20,GK,Right,182.0,,,,Free Agent,,,,7.0,9.0,3.0,5.0,1,13.0,8.0,4.0,4,6.0,12.0,10.0,6.0,11,6,6,6,7,8,17,3,13,1,7,6,5,5,4,15,6,7,12,5,1,4,3,3,4,,23.0,40.0
52069287,Michael Kelly,25,GK,Right,199.0,92.0,,,Carlisle,0.0,700.0,1.0,16.0,11.0,10.0,8.0,7,10.0,11.0,10.0,7,11.0,10.0,11.0,10.0,10,9,10,7,8,8,12,2,5,1,9,9,8,10,10,9,10,10,12,9,9,12,7,2,7,,35.0,36.0
67268716,Pablo Luque,21,GK,Right,175.0,70.0,,,Utrera,500.0,100.0,1.0,11.0,7.0,8.0,5.0,1,12.0,9.0,6.0,8,6.0,12.0,8.0,6.0,9,6,14,6,8,13,10,3,11,1,9,6,5,5,10,12,4,8,13,9,5,4,7,3,3,,34.0,41.0
2000023415,Paolo Venturelli,18,GK,Right,184.0,,,,FeralpiSalò,23060.0,150.0,1.0,8.0,10.0,5.0,5.0,2,13.0,9.0,5.0,6,10.0,13.0,6.0,3.0,9,6,7,2,11,12,12,2,11,2,8,5,3,3,6,8,4,10,12,5,1,1,1,3,2,,32.0,36.0
2000023804,Biagio Maresca,18,GK,Right,196.0,,,,Gladiator,45600.0,150.0,1.0,8.0,7.0,9.0,5.0,5,12.0,9.0,5.0,5,9.0,12.0,5.0,6.0,6,5,8,6,8,13,4,3,10,2,8,6,5,5,9,15,6,12,12,7,2,6,5,1,5,,33.0,38.0
2000071211,Jan Strauch,19,GK,Right,189.0,,,,Alemannia Aachen,2250.0,340.0,1.0,10.0,10.0,11.0,5.0,1,12.0,9.0,5.0,7,10.0,12.0,7.0,7.0,6,6,13,6,9,13,4,2,1,2,7,6,5,4,10,13,6,11,15,8,1,4,7,2,2,,34.0,43.0
2000099468,Thomas Tanzi,17,GK,Right,196.0,,,,Renate,33840.0,150.0,2.0,12.0,8.0,10.0,5.0,1,9.0,7.0,5.0,8,5.0,14.0,7.0,8.0,10,6,9,1,6,12,14,2,9,3,6,4,3,3,5,11,1,11,8,2,1,4,6,2,2,,26.0,45.0
2000102101,Lukas Filipovic,17,GK,Right,195.0,,,,Arminia Bielefeld,890.0,60.0,1.0,13.0,7.0,7.0,5.0,1,13.0,8.0,7.0,6,10.0,5.0,6.0,4.0,15,4,11,1,12,11,10,2,9,3,8,5,4,4,10,13,5,14,14,12,3,4,5,3,1,,28.0,44.0
2000107045,Michele Guerreschi,17,GK,Right,181.0,,,,Virtus Avellino,12630.0,150.0,2.0,5.0,6.0,3.0,5.0,1,12.0,7.0,5.0,8,7.0,12.0,14.0,6.0,6,6,10,1,8,12,4,3,9,2,3,4,3,3,9,12,4,7,12,4,1,2,5,1,2,,20.0,43.0
2000134980,Collin Andeng-Ndi,19,GK,Right,186.0,,,,Southend,63550.0,580.0,2.0,8.0,9.0,10.0,16.0,8,10.0,9.0,9.0,7,8.0,9.0,12.0,8.0,6,9,10,9,7,8,11,10,7,8,13,11,7,11,11,8,13,8,12,11,12,5,6,5,8,,31.0,40.0
2000143449,Aitor Mújica,20,GK,Right,187.0,,,,Prat,8460.0,290.0,1.0,13.0,8.0,6.0,5.0,1,13.0,6.0,5.0,7,5.0,7.0,14.0,7.0,8,6,8,6,9,13,12,3,11,1,5,6,5,5,5,10,6,9,7,10,1,5,3,4,1,25410.0,30.0,47.0
2000149980,Luca Gubbe,18,GK,Right,189.0,,,,Free Agent,,,,8.0,13.0,4.0,5.0,1,9.0,13.0,10.0,6,5.0,10.0,6.0,5.0,10,6,8,5,5,12,8,2,8,1,8,6,5,5,7,11,6,9,11,11,1,4,5,3,1,,27.0,31.0
2000152620,Juanma,19,GK,Right,195.0,,,,Free Agent,,,,12.0,9.0,6.0,5.0,3,12.0,7.0,10.0,7,5.0,11.0,5.0,9.0,5,6,13,8,9,14,4,2,1,1,6,8,7,7,13,9,8,15,9,10,5,7,7,2,2,,35.0,46.0
2000188993,Yacouba Keita,18,GK,Right,186.0,85.0,,,Mirandés,21720.0,290.0,1.0,12.0,11.0,9.0,5.0,1,10.0,10.0,10.0,3,8.0,13.0,5.0,8.0,7,4,15,4,9,12,10,3,2,2,10,5,3,3,12,14,6,6,15,11,1,3,6,1,1,51020.0,30.0,41.0
2000190591,Bastian Smith,16,GK,Right,184.0,,,,Portsmouth,0.0,200.0,2.0,9.0,7.0,5.0,5.0,5,10.0,10.0,5.0,8,5.0,7.0,11.0,9.0,8,7,7,4,6,5,17,1,10,2,4,5,4,5,6,6,5,6,14,6,2,3,5,2,1,,15.0,32.0
2000198247,Salvatore Tammaro,16,GK,Right,184.0,,,,Giugliano,18600.0,150.0,3.0,3.0,4.0,8.0,5.0,1,12.0,7.0,7.0,6,10.0,12.0,12.0,2.0,15,6,12,3,4,11,15,3,9,1,4,1,2,2,6,14,3,10,10,7,1,3,2,2,2,,20.0,43.0
152981,Preston Edwards,32,GK,Left,184.0,75.0,,,Cheshunt,210.0,290.0,1.0,11.0,10.0,8.0,9.0,8,10.0,9.0,9.0,7,6.0,12.0,4.0,10.0,14,5,10,5,7,7,13,11,7,3,9,9,7,15,9,9,8,14,16,8,5,9,2,2,4,,27.0,35.0
8713388,Alexander Dlugaiczyk,39,GK,Right,195.0,89.0,,,TSV Havelse,1810.0,7060.0,1.0,14.0,11.0,9.0,5.0,4,14.0,5.0,7.0,11,12.0,6.0,12.0,8.0,12,8,13,7,12,12,14,3,4,1,9,7,6,6,6,9,6,16,10,6,6,12,2,2,4,,34.0,35.0
29139573,Marcus Beauchamp,24,GK,Right,185.0,,,,Hungerford,0.0,,,9.0,9.0,9.0,1.0,4,9.0,10.0,11.0,7,6.0,8.0,3.0,8.0,6,9,11,9,9,9,8,3,7,1,9,8,8,7,12,10,10,12,13,12,7,7,5,2,1,,28.0,37.0
43021089,Emmanuel Opara,34,GK,Right,184.0,82.0,,,Roma City,480.0,260.0,1.0,11.0,11.0,9.0,14.0,6,10.0,10.0,9.0,5,12.0,10.0,13.0,11.0,8,8,10,7,7,8,14,3,14,2,9,8,7,9,8,11,13,11,15,8,12,13,4,2,6,,33.0,35.0
43500674,Vincenzo Quartarone,18,GK,Right,184.0,69.0,,,Lamezia Terme,19030.0,150.0,1.0,10.0,7.0,10.0,13.0,1,13.0,13.0,8.0,6,5.0,12.0,5.0,8.0,7,5,13,5,5,13,7,3,4,1,5,6,5,5,13,7,3,9,11,12,2,4,2,2,4,,29.0,36.0
67263868,Álvaro Iso,24,GK,Right,184.0,,,,Izarra,430.0,290.0,1.0,11.0,5.0,8.0,5.0,1,7.0,6.0,6.0,8,6.0,11.0,7.0,6.0,11,9,9,6,7,7,15,2,4,1,9,6,5,4,12,8,2,8,7,11,1,4,3,1,1,26800.0,28.0,35.0
89018242,Lloyd Irish,34,GK,Right,188.0,,,,Taunton,0.0,90.0,0.9,7.0,7.0,7.0,7.0,5,8.0,2.0,8.0,8,15.0,10.0,8.0,10.0,11,8,12,8,9,9,12,1,10,2,13,8,5,7,8,11,7,11,13,8,10,7,1,1,5,,22.0,35.0
2000032168,Enrico Piu,23,GK,Right,180.0,,,,Reutlingen,400.0,190.0,1.0,8.0,10.0,11.0,5.0,2,11.0,4.0,10.0,10,5.0,13.0,13.0,6.0,5,5,8,6,4,13,5,3,12,2,8,6,5,5,8,13,6,8,9,4,3,5,4,3,3,,33.0,41.0
2000061538,Olivier Cristiani,27,GK,Right,192.0,,,,AS Furiani-Agliani,0.0,60.0,1.0,10.0,6.0,9.0,5.0,2,12.0,8.0,7.0,9,14.0,11.0,9.0,4.0,9,7,15,6,8,13,9,2,7,2,8,6,5,5,11,14,6,11,10,11,4,7,6,3,5,,30.0,35.0
2000106864,James Dadge,17,GK,Right,176.0,,,,Northampton,40410.0,10.0,1.0,8.0,7.0,10.0,15.0,10,10.0,12.0,7.0,7,8.0,10.0,13.0,10.0,7,6,10,9,7,9,2,10,4,9,6,10,8,7,8,7,10,10,6,9,8,6,2,3,11,,29.0,37.0
2000128569,Giulio Manrrique,17,GK,Right,185.0,,,,GhiviBorgo,470.0,30.0,2.0,12.0,9.0,8.0,5.0,5,10.0,9.0,12.0,7,14.0,10.0,11.0,12.0,11,11,12,10,10,8,10,2,5,4,8,6,7,9,9,8,9,13,11,7,10,10,5,3,6,,31.0,34.0
2000130182,Edin Ajradinoski,17,GK,Right,192.0,,,,Perugia,46350.0,150.0,2.0,7.0,7.0,6.0,5.0,1,12.0,5.0,5.0,4,13.0,12.0,7.0,4.0,10,2,10,2,6,12,2,3,10,2,6,4,3,3,8,6,4,9,13,3,1,5,1,1,2,,24.0,50.0
2000153559,Dolapo Adebowale,18,GK,Left,184.0,,,,Vélez C.F.,29060.0,60.0,3.0,9.0,3.0,10.0,10.0,1,8.0,13.0,11.0,9,12.0,11.0,15.0,10.0,5,5,10,4,8,13,5,2,9,3,7,6,5,5,10,12,6,8,12,8,1,5,3,3,2,32700.0,29.0,50.0
2000187112,Giulio Lombardi,17,GK,Right,190.0,,,,Virtus Verona,9460.0,150.0,2.0,4.0,11.0,6.0,5.0,1,12.0,9.0,7.0,4,7.0,12.0,8.0,7.0,9,3,13,3,7,11,15,3,1,3,4,3,2,2,9,11,3,11,14,4,1,2,6,2,1,,18.0,37.0
2000187277,Tommaso Scagliarini,17,GK,Right,195.0,,,,Imolese,12450.0,150.0,3.0,13.0,7.0,5.0,9.0,1,13.0,6.0,8.0,11,10.0,6.0,14.0,7.0,10,3,13,4,9,12,14,1,10,1,5,4,3,3,9,9,4,15,10,7,2,6,6,1,1,,22.0,36.0
2000202872,Téo Knibbe,21,GK,Right,189.0,,,,Olympique Alès Cév..,690.0,150.0,1.0,11.0,7.0,11.0,5.0,2,12.0,8.0,8.0,4,6.0,12.0,6.0,7.0,6,11,10,7,6,13,11,3,1,1,6,4,2,6,11,12,2,7,9,11,1,6,6,4,2,,35.0,41.0
2000209248,Devid Lazzarini,19,GK,Right,183.0,,,,Rimini,10910.0,510.0,1.0,10.0,10.0,6.0,5.0,2,8.0,8.0,11.0,7,13.0,13.0,10.0,8.0,12,5,8,4,8,13,8,3,1,2,9,6,5,5,7,13,3,9,7,7,2,2,4,3,4,,29.0,38.0
2000209689,Rodri,22,GK,Right,195.0,,,,Rayo Vallecano,1580.0,290.0,1.0,12.0,7.0,9.0,5.0,1,11.0,9.0,7.0,4,7.0,10.0,8.0,6.0,8,3,10,6,9,10,5,3,9,2,9,6,3,5,13,12,2,12,10,11,1,5,6,2,1,90030.0,31.0,41.0
29174851,Lewis Elsom,22,GK,Right,179.0,,,,Peterborough Sports,0.0,,,10.0,10.0,10.0,14.0,4,10.0,10.0,9.0,7,8.0,12.0,10.0,10.0,5,6,7,6,11,7,14,3,11,10,5,11,10,8,3,9,8,7,9,3,8,9,5,2,7,,24.0,32.0
43619080,Simone Baravelli,20,GK,Right,192.0,,,,Free Agent,,,,11.0,7.0,4.0,5.0,1,12.0,8.0,7.0,5,10.0,12.0,11.0,7.0,11,6,11,3,12,12,14,2,6,2,7,4,1,2,12,5,1,13,12,7,1,4,6,1,1,,21.0,33.0
2000098059,Filippo Manardi,17,GK,Right,193.0,,,,Fermana,12580.0,150.0,3.0,9.0,9.0,6.0,5.0,1,10.0,12.0,5.0,4,9.0,10.0,10.0,4.0,9,4,12,3,2,11,8,2,4,2,8,4,3,3,7,13,2,15,15,10,1,4,5,2,3,,19.0,40.0
2000098852,Matteo Piombino,16,GK,Right,192.0,,,,Como,60810.0,220.0,3.0,13.0,6.0,7.0,5.0,1,9.0,9.0,3.0,8,7.0,13.0,5.0,9.0,10,4,10,1,9,13,18,3,1,1,6,5,4,5,6,8,2,12,12,7,1,4,7,2,1,,25.0,42.0
